sourceID,prod_title,path,numofFiles,unzipSize,timestamp,downloadstatus
5d0aea9de4b0e3d311602537,USGS NED ned19_n46x00_w068x25_me_aroostook_2012 1/9 arc-second 2013 15 x 15 minute IMG,/data04/gisdata/elev/01/0102/010200/01020003/3m/ned19_n46x00_w068x25_me_aroostook_2012.zip,1,3372640,11302022 15:34:43,True
581d2e0de4b08da350d6730b,USGS NED ned19_n45x25_w068x75_me_northcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data05/gisdata/elev/01/0102/010200/01020004/3m/ned19_n45x25_w068x75_me_northcoast_2010.zip,1,666241,11302022 15:34:43,True
581d2e0de4b08da350d67311,USGS NED ned19_n45x25_w069x00_me_northcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data05/gisdata/elev/01/0102/010200/01020004/3m/ned19_n45x25_w069x00_me_northcoast_2010.zip,1,5503518,11302022 15:34:43,True
581d2e0de4b08da350d67317,USGS NED ned19_n45x25_w069x25_me_northcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data05/gisdata/elev/01/0102/010200/01020004/3m/ned19_n45x25_w069x25_me_northcoast_2010.zip,1,11838978,11302022 15:34:43,True
581d2dc2e4b08da350d66ce4,USGS NED ned19_n44x50_w068x75_me_centralcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data05/gisdata/elev/01/0102/010200/01020005/3m/ned19_n44x50_w068x75_me_centralcoast_2010.zip,1,137917554,11302022 15:34:43,True
581d2dc2e4b08da350d66ceb,USGS NED ned19_n44x50_w068x75_me_northcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data05/gisdata/elev/01/0102/010200/01020005/3m/ned19_n44x50_w068x75_me_northcoast_2010.zip,1,30547863,11302022 15:34:43,True
581d2dc3e4b08da350d66cf5,USGS NED ned19_n44x50_w069x25_me_centralcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data05/gisdata/elev/01/0102/010200/01020005/3m/ned19_n44x50_w069x25_me_centralcoast_2010.zip,1,55019486,11302022 15:34:43,True
581d2dc3e4b08da350d66cf1,USGS NED ned19_n44x50_w069x00_me_centralcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data05/gisdata/elev/01/0102/010200/01020005/3m/ned19_n44x50_w069x00_me_centralcoast_2010.zip,1,106917265,11302022 15:34:43,True
581d2ddee4b08da350d66f69,USGS NED ned19_n44x75_w068x75_me_northcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data05/gisdata/elev/01/0102/010200/01020005/3m/ned19_n44x75_w068x75_me_northcoast_2010.zip,1,21866155,11302022 15:34:43,True
581d2ddee4b08da350d66f6e,USGS NED ned19_n44x75_w069x00_me_centralcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data05/gisdata/elev/01/0102/010200/01020005/3m/ned19_n44x75_w069x00_me_centralcoast_2010.zip,1,92957918,11302022 15:34:43,True
581d2ddee4b08da350d66f64,USGS NED ned19_n44x75_w068x75_me_centralcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data05/gisdata/elev/01/0102/010200/01020005/3m/ned19_n44x75_w068x75_me_centralcoast_2010.zip,1,16490986,11302022 15:34:43,True
581d2ddfe4b08da350d66f73,USGS NED ned19_n44x75_w069x00_me_northcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data05/gisdata/elev/01/0102/010200/01020005/3m/ned19_n44x75_w069x00_me_northcoast_2010.zip,1,52938426,11302022 15:34:43,True
581d2df9e4b08da350d67148,USGS NED ned19_n45x00_w068x50_me_northcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data05/gisdata/elev/01/0102/010200/01020005/3m/ned19_n45x00_w068x50_me_northcoast_2010.zip,1,16186471,11302022 15:34:43,True
581d2ddfe4b08da350d66f78,USGS NED ned19_n44x75_w069x25_me_northcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data05/gisdata/elev/01/0102/010200/01020005/3m/ned19_n44x75_w069x25_me_northcoast_2010.zip,1,20904607,11302022 15:34:43,True
581d2df9e4b08da350d6714d,USGS NED ned19_n45x00_w068x75_me_northcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data05/gisdata/elev/01/0102/010200/01020005/3m/ned19_n45x00_w068x75_me_northcoast_2010.zip,1,145415751,11302022 15:34:43,True
581d2df9e4b08da350d67153,USGS NED ned19_n45x00_w069x00_me_northcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data05/gisdata/elev/01/0102/010200/01020005/3m/ned19_n45x00_w069x00_me_northcoast_2010.zip,1,177108150,11302022 15:34:43,True
581d2df9e4b08da350d6715b,USGS NED ned19_n45x00_w069x25_me_northcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data05/gisdata/elev/01/0102/010200/01020005/3m/ned19_n45x00_w069x25_me_northcoast_2010.zip,1,127551009,11302022 15:34:43,True
581d2d85e4b08da350d667e3,USGS NED ned19_n44x00_w070x00_me_centralcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data04/gisdata/elev/01/0103/010300/01030003/3m/ned19_n44x00_w070x00_me_centralcoast_2010.zip,1,370708,11302022 15:34:43,True
581d2d85e4b08da350d667e6,USGS NED ned19_n44x00_w070x00_me_cumberlandcoast_2006 1/9 arc-second 2009 15 x 15 minute IMG,/data04/gisdata/elev/01/0103/010300/01030003/3m/ned19_n44x00_w070x00_me_cumberlandcoast_2006.zip,1,101805480,11302022 15:34:43,True
581d2d85e4b08da350d667e9,USGS NED ned19_n44x00_w070x00_me_south_2010 1/9 arc-second 2012 15 x 15 minute IMG,/data04/gisdata/elev/01/0103/010300/01030003/3m/ned19_n44x00_w070x00_me_south_2010.zip,1,123102440,11302022 15:34:43,True
581d2da3e4b08da350d66a78,USGS NED ned19_n44x25_w069x75_me_south_2010 1/9 arc-second 2012 15 x 15 minute IMG,/data04/gisdata/elev/01/0103/010300/01030003/3m/ned19_n44x25_w069x75_me_south_2010.zip,1,95403480,11302022 15:34:43,True
581d2da3e4b08da350d66a73,USGS NED ned19_n44x25_w069x75_me_centralcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data04/gisdata/elev/01/0103/010300/01030003/3m/ned19_n44x25_w069x75_me_centralcoast_2010.zip,1,31760098,11302022 15:34:43,True
581d2da3e4b08da350d66a7d,USGS NED ned19_n44x25_w070x00_me_androscogginco_2009 1/9 arc-second 2011 15 x 15 minute IMG,/data04/gisdata/elev/01/0103/010300/01030003/3m/ned19_n44x25_w070x00_me_androscogginco_2009.zip,1,596271,11302022 15:34:43,True
581d2da3e4b08da350d66a8c,USGS NED ned19_n44x25_w070x25_me_south_2010 1/9 arc-second 2012 15 x 15 minute IMG,/data04/gisdata/elev/01/0103/010300/01030003/3m/ned19_n44x25_w070x25_me_south_2010.zip,1,1136412,11302022 15:34:43,True
581d2da3e4b08da350d66a87,USGS NED ned19_n44x25_w070x25_me_androscogginco_2009 1/9 arc-second 2011 15 x 15 minute IMG,/data04/gisdata/elev/01/0103/010300/01030003/3m/ned19_n44x25_w070x25_me_androscogginco_2009.zip,1,177520236,11302022 15:34:43,True
581d2da3e4b08da350d66a82,USGS NED ned19_n44x25_w070x00_me_south_2010 1/9 arc-second 2012 15 x 15 minute IMG,/data04/gisdata/elev/01/0103/010300/01030003/3m/ned19_n44x25_w070x00_me_south_2010.zip,1,77332300,11302022 15:34:43,True
581d2dc3e4b08da350d66cfb,USGS NED ned19_n44x50_w069x75_me_augustacity_2008 1/9 arc-second 2009 15 x 15 minute IMG,/data04/gisdata/elev/01/0103/010300/01030003/3m/ned19_n44x50_w069x75_me_augustacity_2008.zip,1,44487628,11302022 15:34:43,True
581d2dc3e4b08da350d66cfe,USGS NED ned19_n44x50_w069x75_me_south_2010 1/9 arc-second 2012 15 x 15 minute IMG,/data04/gisdata/elev/01/0103/010300/01030003/3m/ned19_n44x50_w069x75_me_south_2010.zip,1,1921915,11302022 15:34:43,True
581d2dc3e4b08da350d66d05,USGS NED ned19_n44x50_w070x00_me_augustacity_2008 1/9 arc-second 2009 15 x 15 minute IMG,/data04/gisdata/elev/01/0103/010300/01030003/3m/ned19_n44x50_w070x00_me_augustacity_2008.zip,1,61398200,11302022 15:34:43,True
581d2dc3e4b08da350d66d0c,USGS NED ned19_n44x50_w070x00_me_south_2010 1/9 arc-second 2012 15 x 15 minute IMG,/data04/gisdata/elev/01/0103/010300/01030003/3m/ned19_n44x50_w070x00_me_south_2010.zip,1,20543486,11302022 15:34:43,True
581d2dc3e4b08da350d66d0f,USGS NED ned19_n44x50_w070x25_me_androscogginco_2009 1/9 arc-second 2011 15 x 15 minute IMG,/data04/gisdata/elev/01/0103/010300/01030003/3m/ned19_n44x50_w070x25_me_androscogginco_2009.zip,1,107594786,11302022 15:34:43,True
581d2df9e4b08da350d67163,USGS NED ned19_n45x00_w071x50_vt_essexco_2006 1/9 arc-second 2012 15 x 15 minute IMG,/data02/gisdata/elev/01/0104/010400/01040001/3m/ned19_n45x00_w071x50_vt_essexco_2006.zip,1,3499660,11302022 15:34:43,True
581d2d85e4b08da350d667ed,USGS NED ned19_n44x00_w070x25_me_androscogginco_2009 1/9 arc-second 2011 15 x 15 minute IMG,/data03/gisdata/elev/01/0104/010400/01040002/3m/ned19_n44x00_w070x25_me_androscogginco_2009.zip,1,43824542,11302022 15:34:43,True
581d2d85e4b08da350d667f1,USGS NED ned19_n44x00_w070x25_me_cumberlandcoast_2006 1/9 arc-second 2009 15 x 15 minute IMG,/data03/gisdata/elev/01/0104/010400/01040002/3m/ned19_n44x00_w070x25_me_cumberlandcoast_2006.zip,1,92176434,11302022 15:34:43,True
581d2d85e4b08da350d667f5,USGS NED ned19_n44x00_w070x25_me_south_2010 1/9 arc-second 2012 15 x 15 minute IMG,/data03/gisdata/elev/01/0104/010400/01040002/3m/ned19_n44x00_w070x25_me_south_2010.zip,1,43416150,11302022 15:34:43,True
581d2d85e4b08da350d667f8,USGS NED ned19_n44x00_w070x50_me_androscogginco_2009 1/9 arc-second 2011 15 x 15 minute IMG,/data03/gisdata/elev/01/0104/010400/01040002/3m/ned19_n44x00_w070x50_me_androscogginco_2009.zip,1,2383043,11302022 15:34:43,True
581d2da4e4b08da350d66a92,USGS NED ned19_n44x25_w070x50_me_androscogginco_2009 1/9 arc-second 2011 15 x 15 minute IMG,/data03/gisdata/elev/01/0104/010400/01040002/3m/ned19_n44x25_w070x50_me_androscogginco_2009.zip,1,121757392,11302022 15:34:43,True
581d2d85e4b08da350d667fd,USGS NED ned19_n44x00_w070x50_me_south_2010 1/9 arc-second 2012 15 x 15 minute IMG,/data03/gisdata/elev/01/0104/010400/01040002/3m/ned19_n44x00_w070x50_me_south_2010.zip,1,28095801,11302022 15:34:43,True
581d2dc3e4b08da350d66d17,USGS NED ned19_n44x50_w070x50_me_androscogginco_2009 1/9 arc-second 2011 15 x 15 minute IMG,/data03/gisdata/elev/01/0104/010400/01040002/3m/ned19_n44x50_w070x50_me_androscogginco_2009.zip,1,21987221,11302022 15:34:43,True
581d2e0ce4b08da350d67300,USGS NED ned19_n45x25_w067x25_me_northcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data02/gisdata/elev/01/0105/010500/01050001/3m/ned19_n45x25_w067x25_me_northcoast_2010.zip,1,38987657,11302022 15:34:43,True
581d2e0de4b08da350d67305,USGS NED ned19_n45x25_w067x50_me_northcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data02/gisdata/elev/01/0105/010500/01050001/3m/ned19_n45x25_w067x50_me_northcoast_2010.zip,1,10943065,11302022 15:34:43,True
581d2d83e4b08da350d667d0,USGS NED ned19_n44x00_w068x75_me_centralcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data03/gisdata/elev/01/0105/010500/01050002/3m/ned19_n44x00_w068x75_me_centralcoast_2010.zip,1,879301,11302022 15:34:43,True
581d2d84e4b08da350d667d3,USGS NED ned19_n44x00_w069x00_me_centralcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data03/gisdata/elev/01/0105/010500/01050002/3m/ned19_n44x00_w069x00_me_centralcoast_2010.zip,1,3080688,11302022 15:34:43,True
581d2d84e4b08da350d667da,USGS NED ned19_n44x00_w069x50_me_centralcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data03/gisdata/elev/01/0105/010500/01050002/3m/ned19_n44x00_w069x50_me_centralcoast_2010.zip,1,68035757,11302022 15:34:43,True
581d2d84e4b08da350d667d6,USGS NED ned19_n44x00_w069x25_me_centralcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data03/gisdata/elev/01/0105/010500/01050002/3m/ned19_n44x00_w069x25_me_centralcoast_2010.zip,1,15767511,11302022 15:34:43,True
581d2da2e4b08da350d66a48,USGS NED ned19_n44x25_w068x25_me_centralcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data03/gisdata/elev/01/0105/010500/01050002/3m/ned19_n44x25_w068x25_me_centralcoast_2010.zip,1,1582704,11302022 15:34:43,True
581d2da2e4b08da350d66a4e,USGS NED ned19_n44x25_w068x25_me_northcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data03/gisdata/elev/01/0105/010500/01050002/3m/ned19_n44x25_w068x25_me_northcoast_2010.zip,1,947163,11302022 15:34:43,True
581d2da2e4b08da350d66a53,USGS NED ned19_n44x25_w068x50_me_centralcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data03/gisdata/elev/01/0105/010500/01050002/3m/ned19_n44x25_w068x50_me_centralcoast_2010.zip,1,46772995,11302022 15:34:43,True
581d2da2e4b08da350d66a58,USGS NED ned19_n44x25_w068x50_me_northcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data03/gisdata/elev/01/0105/010500/01050002/3m/ned19_n44x25_w068x50_me_northcoast_2010.zip,1,11508359,11302022 15:34:43,True
581d2da2e4b08da350d66a5d,USGS NED ned19_n44x25_w068x75_me_centralcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data03/gisdata/elev/01/0105/010500/01050002/3m/ned19_n44x25_w068x75_me_centralcoast_2010.zip,1,80504836,11302022 15:34:43,True
581d2da3e4b08da350d66a63,USGS NED ned19_n44x25_w069x00_me_centralcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data03/gisdata/elev/01/0105/010500/01050002/3m/ned19_n44x25_w069x00_me_centralcoast_2010.zip,1,89510062,11302022 15:34:43,True
581d2da3e4b08da350d66a68,USGS NED ned19_n44x25_w069x25_me_centralcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data03/gisdata/elev/01/0105/010500/01050002/3m/ned19_n44x25_w069x25_me_centralcoast_2010.zip,1,113379398,11302022 15:34:43,True
581d2dc0e4b08da350d66cc7,USGS NED ned19_n44x50_w067x75_me_northcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data03/gisdata/elev/01/0105/010500/01050002/3m/ned19_n44x50_w067x75_me_northcoast_2010.zip,1,21665479,11302022 15:34:43,True
581d2dc2e4b08da350d66ccd,USGS NED ned19_n44x50_w068x00_me_northcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data03/gisdata/elev/01/0105/010500/01050002/3m/ned19_n44x50_w068x00_me_northcoast_2010.zip,1,49729561,11302022 15:34:43,True
581d2dc2e4b08da350d66cd2,USGS NED ned19_n44x50_w068x25_me_northcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data03/gisdata/elev/01/0105/010500/01050002/3m/ned19_n44x50_w068x25_me_northcoast_2010.zip,1,94136805,11302022 15:34:43,True
581d2dc2e4b08da350d66cd7,USGS NED ned19_n44x50_w068x50_me_centralcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data03/gisdata/elev/01/0105/010500/01050002/3m/ned19_n44x50_w068x50_me_centralcoast_2010.zip,1,11040063,11302022 15:34:43,True
581d2dc2e4b08da350d66cdd,USGS NED ned19_n44x50_w068x50_me_northcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data03/gisdata/elev/01/0105/010500/01050002/3m/ned19_n44x50_w068x50_me_northcoast_2010.zip,1,142205993,11302022 15:34:43,True
581d2ddee4b08da350d66f46,USGS NED ned19_n44x75_w067x25_me_northcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data03/gisdata/elev/01/0105/010500/01050002/3m/ned19_n44x75_w067x25_me_northcoast_2010.zip,1,42694706,11302022 15:34:43,True
581d2ddee4b08da350d66f4b,USGS NED ned19_n44x75_w067x50_me_northcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data03/gisdata/elev/01/0105/010500/01050002/3m/ned19_n44x75_w067x50_me_northcoast_2010.zip,1,107167199,11302022 15:34:43,True
581d2ddee4b08da350d66f50,USGS NED ned19_n44x75_w067x75_me_northcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data03/gisdata/elev/01/0105/010500/01050002/3m/ned19_n44x75_w067x75_me_northcoast_2010.zip,1,119762933,11302022 15:34:43,True
581d2ddee4b08da350d66f55,USGS NED ned19_n44x75_w068x00_me_northcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data03/gisdata/elev/01/0105/010500/01050002/3m/ned19_n44x75_w068x00_me_northcoast_2010.zip,1,82132822,11302022 15:34:43,True
581d2df8e4b08da350d67136,USGS NED ned19_n45x00_w067x00_me_northcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data03/gisdata/elev/01/0105/010500/01050002/3m/ned19_n45x00_w067x00_me_northcoast_2010.zip,1,13338109,11302022 15:34:43,True
581d2ddee4b08da350d66f5a,USGS NED ned19_n44x75_w068x25_me_northcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data03/gisdata/elev/01/0105/010500/01050002/3m/ned19_n44x75_w068x25_me_northcoast_2010.zip,1,54163228,11302022 15:34:43,True
581d2ddee4b08da350d66f5f,USGS NED ned19_n44x75_w068x50_me_northcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data03/gisdata/elev/01/0105/010500/01050002/3m/ned19_n44x75_w068x50_me_northcoast_2010.zip,1,70427871,11302022 15:34:43,True
581d2df9e4b08da350d67142,USGS NED ned19_n45x00_w067x50_me_northcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data03/gisdata/elev/01/0105/010500/01050002/3m/ned19_n45x00_w067x50_me_northcoast_2010.zip,1,12818971,11302022 15:34:43,True
581d2df9e4b08da350d6713c,USGS NED ned19_n45x00_w067x25_me_northcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data03/gisdata/elev/01/0105/010500/01050002/3m/ned19_n45x00_w067x25_me_northcoast_2010.zip,1,170553086,11302022 15:34:43,True
581d2d66e4b08da350d66556,USGS NED ned19_n43x75_w069x75_me_centralcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data04/gisdata/elev/01/0105/010500/01050003/3m/ned19_n43x75_w069x75_me_centralcoast_2010.zip,1,202583,11302022 15:34:44,True
581d2d66e4b08da350d6655b,USGS NED ned19_n43x75_w070x00_me_centralcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data04/gisdata/elev/01/0105/010500/01050003/3m/ned19_n43x75_w070x00_me_centralcoast_2010.zip,1,185407,11302022 15:34:44,True
581d2d66e4b08da350d6655f,USGS NED ned19_n43x75_w070x00_me_cumberlandcoast_2006 1/9 arc-second 2009 15 x 15 minute IMG,/data04/gisdata/elev/01/0105/010500/01050003/3m/ned19_n43x75_w070x00_me_cumberlandcoast_2006.zip,1,19288397,11302022 15:34:44,True
581d2d66e4b08da350d66562,USGS NED ned19_n43x75_w070x00_me_south_2010 1/9 arc-second 2012 15 x 15 minute IMG,/data04/gisdata/elev/01/0105/010500/01050003/3m/ned19_n43x75_w070x00_me_south_2010.zip,1,13301480,11302022 15:34:44,True
581d2d84e4b08da350d667dd,USGS NED ned19_n44x00_w069x75_me_centralcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data04/gisdata/elev/01/0105/010500/01050003/3m/ned19_n44x00_w069x75_me_centralcoast_2010.zip,1,120102768,11302022 15:34:44,True
581d2d84e4b08da350d667e0,USGS NED ned19_n44x00_w069x75_me_south_2010 1/9 arc-second 2012 15 x 15 minute IMG,/data04/gisdata/elev/01/0105/010500/01050003/3m/ned19_n44x00_w069x75_me_south_2010.zip,1,57960588,11302022 15:34:44,True
581d2da3e4b08da350d66a6e,USGS NED ned19_n44x25_w069x50_me_centralcoast_2010 1/9 arc-second 2011 15 x 15 minute IMG,/data04/gisdata/elev/01/0105/010500/01050003/3m/ned19_n44x25_w069x50_me_centralcoast_2010.zip,1,94897800,11302022 15:34:44,True
581d2d48e4b08da350d6630f,USGS NED ned19_n43x50_w070x50_me_cumberlandcoast_2006 1/9 arc-second 2009 15 x 15 minute IMG,/data02/gisdata/elev/01/0106/010600/01060001/3m/ned19_n43x50_w070x50_me_cumberlandcoast_2006.zip,1,57509329,11302022 15:34:44,True
581d2d48e4b08da350d66312,USGS NED ned19_n43x50_w070x50_me_south_2010 1/9 arc-second 2012 15 x 15 minute IMG,/data02/gisdata/elev/01/0106/010600/01060001/3m/ned19_n43x50_w070x50_me_south_2010.zip,1,21670647,11302022 15:34:44,True
581d2d66e4b08da350d66566,USGS NED ned19_n43x75_w070x25_me_cumberlandcoast_2006 1/9 arc-second 2009 15 x 15 minute IMG,/data02/gisdata/elev/01/0106/010600/01060001/3m/ned19_n43x75_w070x25_me_cumberlandcoast_2006.zip,1,101350710,11302022 15:34:44,True
581d2d66e4b08da350d66569,USGS NED ned19_n43x75_w070x25_me_south_2010 1/9 arc-second 2012 15 x 15 minute IMG,/data02/gisdata/elev/01/0106/010600/01060001/3m/ned19_n43x75_w070x25_me_south_2010.zip,1,438266,11302022 15:34:44,True
581d2d66e4b08da350d6656d,USGS NED ned19_n43x75_w070x50_me_cumberlandcoast_2006 1/9 arc-second 2009 15 x 15 minute IMG,/data02/gisdata/elev/01/0106/010600/01060001/3m/ned19_n43x75_w070x50_me_cumberlandcoast_2006.zip,1,83364058,11302022 15:34:44,True
581d2d66e4b08da350d66571,USGS NED ned19_n43x75_w070x50_me_south_2010 1/9 arc-second 2012 15 x 15 minute IMG,/data02/gisdata/elev/01/0106/010600/01060001/3m/ned19_n43x75_w070x50_me_south_2010.zip,1,78104246,11302022 15:34:44,True
581d2d67e4b08da350d66575,USGS NED ned19_n43x75_w070x75_me_south_2010 1/9 arc-second 2012 15 x 15 minute IMG,/data02/gisdata/elev/01/0106/010600/01060001/3m/ned19_n43x75_w070x75_me_south_2010.zip,1,11593865,11302022 15:34:44,True
